##name	Lexique de Warhammer 40000
##version	0.0.3
##website	https://github.com/WillScarlettOhara/Dictionnaires
##date	2023-11-09
##description	Dictionnaire pour faciliter la lecture des livres Warhammer 400000 (ɔ) 2023
##sourceLang	French
##targetLang	French
Beivolchus	Frère Beivolchus fut un Sergent de l'antique IIIème légion des Emperor's Children. 1
Belacane	Belacane est un Monde Forge situé dans le Secteur Calixis.
Belaphon	"Belaphon" fut un Dreadnought Furioso du Chapitre des Blood Angels. 1
Belarius	"Belarius" fut un Maître de Chapitre des Blood Angels. 1a
Belial	Belial est l'actuel Grand Maître de la Deathwing, 1ère compagnie des Dark Angels. 1
Belial (Homonymie)	Le terme Belial peut désigner :<ul><li> Belial : l'actuel Grand Maître de la Deathwing</li> <li> Belial (Inquisiteur) : un Inquisiteur</li> <li> Belial IV : une planète Eldar située dans le Segmentum Obscurus</li></ul>
Belial IV	Belial IV est une planète Eldar située dans le Segmentum Obscurus. 1
Belis Corona	Belis Corona est une planète impériale située dans le Segmentum Obscurus. 1
Belisarius Cawl	Belisarius Cawl est un Archmagos Dominus de l'Adeptus Mechanicus. 1
Bellerophon	Bellerophon peut désigner:<ul><li> Bellerophon (Blood Angel) : le Maître de la Flotte actuel du chapitre des Blood Angels,</li> <li> Lord Bellerophon : un Croiseur Lunar affecté à la Flotte de Guerre Scarus,</li> <li> Bellerophon's Fall : un satellite de la géante gazeuse Crysaor dans la zone du Maelstrom.</li></ul>
Bellerophon (Blood Angel)	"Bellerophon" est le Maître de la Flotte des Blood Angels au M41. 1
Bellis XIV	Bellis XIV est un Agri-Monde impérial1.
Belluaire	Les arènes de Commorragh ont vu le sable boire le sang de millions d'êtres vivants depuis leur fondation. Mais parmi les spectacles de cruauté et de perversité, il en est un qui n'a jamais perdu les faveurs du public: les chasses sauvages des Belluaires. 1-p.30
Bellus	Bellus est un terme pouvant désigner :<ul><li> Bellus (Arme): épée-énergétique de l'Archiviste Petrok dans le roman "Les Frères du Serpent".</li> <li> Bellus (Vaisseau) : Barge de Bataille du chapitre des Blood Angels dans le roman Deus Encarmine,</li> <li> Magister Bellus : Titan Warlord dans la bande dessinée Titan: God-Machine,</li></ul>
Bellus (Vaisseau)	Le "Bellus" fut une Barge de Bataille de la flotte des Blood Angels, détruite lors du Schisme d'Arkio. 1a
Belsarius' Fury	Le Belsarius Fury est un Predator Destructor du chapitre des Blood Angels. 1
Ben Counter	Ben Counter est un romancier et scénariste d'origine anglaise1, et un collaborateur régulier des publications de la Black Library.
Beneath The Flesh (Nouvelle)	"Beneath the Flesh" (litt.: Sous la peau) est une histoire courte centrée sur le Chapitre des Flesh Tearers. 1
Benedictors	Les Benedictors sont un Chapitre Space Marine loyaliste. 1
Bennek	Frère "Bennek" fut un Space Marine du chapitre des Blood Angels. 1c
Benthos	Le Benthos fut un  vaisseau des Iron Warriors durant la Grande Croisade et l'Hérésie d'Horus.
Berien	Berien est un monde Nécrons. 1
Berranus	Frère Berranus fut un Sergent de l'antique XIIIème légion des Ultramarines. 1
Berus	Frère "Berus" fut un Chapelain de l'antique IXème légion des Blood Angels. 1
Besenmut	Frère Besenmut fut un Sergent de l'antique XVème légion des Thousand Sons. 1
Bhein Morr	Bhein Morr est un Monde Civilisé du Secteur Gothique. 1
Bibliothèque Interdite	Bibliothèque Interdite est un terme qui peut désigner :<ul><li> Bibliothèque Interdite (Eldars) : Un lieu énigmatique du peuple des Eldars.</li> <li> Bibliothèque Interdite (Maison d'édition) : La maison d'édition publiant les traductions de romans de la Black Library en Français.</li></ul>
Bibliothèque Interdite (Eldars)	La Bibliothèque Interdite est un lieu tenu secret par les Eldars situé quelque part à l'endroit le plus secret et inaccessible de la Toile, il est nécessaire pour l'atteindre de traverser tout un réseau de passages secrets à travers le Warp. Ses entrées cachées sont gardées par d'énigmatiques gardiens eldars ayant la réputation d'être les plus redoutés de leur race et l'un des plus grands dangers de la Toile, bien que leur véritable nature reste un secret.
Bibliothèque Interdite (Maison d'édition)	Bibliothèque Interdite fut une maison d'édition indépendante créée en 2004 et fermée en 2012, dont le siège était situé à Paris. 3, 5Elle fut spécialisée dans l'exploitation des licences des univers de Games Workshop : Warhammer et Warhammer 40,000.
Bibliothécaire	Le Bibliothécaire correspond au rang le plus bas au sein de l'ordre des Archivistes Space Marines. 1
Biel-Tan	Le Vaisseau-Monde Biel-Tan est célèbre pour son respect des voies guerrières de l'Eldar et pour son utilisation intensive des Guerriers-Aspects, lesquels incorporent avec fierté les couleurs traditionnelles de leur Vaisseau-Monde à celle de leur Aspect. Comptant un grand nombre d'Exarques, Biel-Tan est également le seul vaisseau-monde où un Conseil du Jeune Roi, composé des plus puissants exarques, préside au gouvernement du vaisseau-monde sur un pied d'égalité avec les grands prophètes2.
Binder Fungus	Le "Binder Fungus" est une toxine biologique utilisée par les armées au service du Chaos.
Bio-Knout	Le Bio-Knout est une Bio-Arme Tyranide de mêlée. 1
Bio-Plasma	Le Bio-Plasma est une Bio-Arme Tyranide ressemblant aux Arme à Plasma qu'utilisent de nombreuses autres races de la galaxie. 1
Bio-vaisseau	Un bio-vaisseau est un vaisseau biologique Tyranide qui abrite des milliers d'essaims. 1
Biologus Putrifier	Les Biologus Putrifiers sont un types de guerrier ayant subit une mutation particulière. Ils appartiennent tous à la Death Guard. Ce sont eux qui raffinent les maladies créées par les Foul Blightspawn . 1
Biolume	Un "Biolume" est un dispositif d'éclairage standard très répendu dans les mondes de l'Imperium.
Biomorphe	Les Biomorphes sont des évolutions génétiques développées par les créatures des Flottes Ruches Tyranides.
Biovore	Le Biovore est une créature Tyranide développant des amas de Spores-Mines à l'intérieur de corps et qu'il projette sur ses ennemis d'un puissant spasme musculaire. 1-p.45
Bjørn	"Bjørn Main Terrible", appelé aussi "l'Ancien", le "Trueclaw", le "Revered One", Dernier de la "Compagnie de Russ", est un Dreadnought Vénérable du chapitre des Space Wolves, et le plus ancien Space Marine loyaliste encore en vie. 2-p.49
Black Consuls	Les Black Consuls sont un Chapitre Space Marine successeur des Ultramarines créé lors de la Seconde Fondation.1, 3
Black Crusade (Jeu de Rôle)	Black Crusade est le quatrième jeu de rôle édité dans l'univers de Warhammer 40,000 après Deathwatch. 1
Black Crusade - Kit du Meneur de Jeu	Ce kit est le second ouvrage de la gamme de jeux de rôle Black Crusade.Il fut édité en France par Edge Entertainment et n’est aujourd'hui plus commercialisé.
Black Crusade - Les Griffes de la Corruption	Ce livre est une extension pour la gamme de jeux de rôle Black Crusade édité en France par Edge Entertainment.
Black Crusade - Règles	Ce livre est le premier ouvrage de la gamme de jeux de rôle Black Crusade.Il fut édité en France par Edge Entertainment.
Black Dragons	Les Black Dragons sont un Chapitre Space Marine crée lors de la 21ème Fondation, dite Fondation Maudite, juste avant l'Âge de l'Apostasie. 7
Black Guard	La Black Guard est un Chapitre Space Marine, successeurs de la Raven Guard, créé lors de la Seconde Fondation. 2
Black Inculpators	Les Black Inculpators sont un Chapitre Space Marine loyaliste. 1, 2, 3
Black Legion	Les Luna Wolves (on trouve parfois Lunar Wolves, par exemple dans le Codex: Space Marines du Chaos (4ème édition), p. 44, entrée consacrée à Abaddon, mais il s'agit d'erreur de typographie) sont la 16e légion de Space Marines créée par l'Empereur et dirigée par Horus. Elle est plus tard renommée Sons of Horus puis Black Legion. C'est la plus prestigieuse des 20 légions. Elle trahit l'Empereur lors de l'Hérésie d'Horus et mène les combats. Depuis, elle reste le lien entre les différentes factions du Chaos.
Black Legion (Homonymie)	"Black Legion" peut désigner :<ul><li> Black Legion : une légion renégate de Space Marines de la Première Fondation,</li> <li> Black Legion (Série) : une série de roman d'Aaron Dembski-Bowden</li></ul>
Black Legion (Série)	La série Black Legion est une collection d'ouvrage rédigée par Aaron Dembski-Bowden retraçant une partie de l'histoire d'Ezekyle Abaddon et de sa légion après l'Hérésie d'Horus.
Black Library	"Black Library" est le nom d'une filiale issue de Games Workshop et regroupant ses activités d'édition de fictions.
Black Reach	Black Reach est un monde du royaume d'Ultramar, dans l'Ultima Segmentum. 1
Black Talons	Les Black Talons sont un Chapitre Space Marines loyaliste. 1, 2
Black Templars	Les Black Templars sont un Chapitre Space Marine loyaliste, successeur des Imperial Fists, créé lors de la Seconde Fondation. 5
Black Templars (Homonymie)	"Black Templars" peut faire référence à :<ul><li> Black Templars, un chapitre de Space Marines de la Seconde Fondation,</li> <li> Black Templars (Série), une série de romans sur les Black Templars,</li></ul>
Black Templars (Série)	Cette trilogie écrite par Jonathan Green est centrée sur les opérations du chapitre itinérant des Black Templars, lancé depuis l'hérésie d'Horus dans de vastes flottes de croisade sillonnant la galaxie. Mais les romans s'attachent plus particulièrement aux compagnies engagées dans la Troisième Guerre d'Armageddon contre les hordes des seigneurs de guerre orks.
Black Wings	Les Black Wings sont un Chapitre Space Marine loyaliste. 1
Blackshields	Le terme Blackshields étaient le nom donné à des groupes d'Astartes indépendants des Légions, formés durant l'Hérésie d'Horus. 1
Blade of Fury	Le Blade of Fury fut un Land Raider de l'antique XIIème légion des World Eaters. 1
Bladen	Bladen est un Monde Ruche du Secteur Gothique. 1
Blades Eternal	Les Blades Eternal furent un Chapitre Space Marine qui renièrent leur allégeance à l'Empereur pour devenir un Chapitre Renégat à la suite de la Croisade Abyssale. 1
Blades of Vengeance	Les Blades of Vengeance sont un Chapitre Space Marine loyaliste, issu du patrimoine génétique des Dark Angels. 1
Blazoned Legion	La Blazoned Legion est un Chapitre Space Marine loyaliste. 1
Bleak Harbour	Bleak Harbour est un Monde Colonisé du Secteur Gothique. 1
Bligh	Bligh est un Agri-Monde du Secteur Gothique. 1
Blindage Quantique	Le Blindage Quantique est un équipement Nécron utilisé par les Arches du Jugement Dernier et par les Consoles d'Annihilation. 1
Blood's Speed	Le "Blood's Speed" fut un Rhino de l'antique IXème légion des Blood Angels. 2
Blood's Wake	Le "Blood's Wake" fut un Predator de l'antique IXème légion des Blood Angels. 2
Blood Angels	Les Blood Angels furent une des vingt légions de Space Marine d'origine, leur Primarque étant Sanguinius. Spécialistes des troupes d'assaut, ils sont autant connus pour leur férocité sanguinaire et leur bravoure au combat que pour leur caractère d'esthète. Considérés jadis comme la légion la "plus bénie" de la Première fondation, une malédiction liée à leur code génétique a terni leur légende. 1-p.30
Blood Angels (Homonymie)	Blood Angels est un terme anglais qui peut désigner :<ul><li> Les Blood Angels : XIème légion de la Première Fondation et Chapitre à partir du M32.</li> <li> Blood Angels (Série) : Série de romans et de livres audio consacrés à ce chapitre de Space Marines au M41.</li> <li> The Blood of Angels (Nouvelle)", une nouvelle écrite par C.S. Goto</li></ul>
Blood Angels (Série)	La série "Blood Angels" est une collection d'ouvrages publiées initialement en Angleterre sous la direction de la maison d'édition "Black Library". L'ensemble des ouvrages de cette série a pour point commun son auteur unique, James Swallow, et les personnages du chapitre des Blood Angels qu'il met en scène.
Blood Angels Omnibus (Roman)	Le "Blood Angels Omnibus" est une réédition compilant les 2 tomes du premier diptyque de la série "Blood Angels", intercalée d'une nouvelle faisant office de "préquelle".Son action est centrée sur le destin de deux frères de sang recrutés dans le chapitre des Blood Angels: les frères de bataille Arkio et Rafen.
Blood Axes	Les "Blood Axes" sont l'un des six principaux clans Orks de la galaxie.
Blood Brother	Le Blood Brother est un Predator Baal du Chapitre des Angels Sanguine. 1
Blood Crusade	La "Blood Crusade" désigne une croisade lancée par le schismatique Arkio pour réunir les chapitres-héritiers de la IXème légion et purger les mondes envahis par le Chaos. 1c
Blood Drinkers	Les Blood Drinkers sont un Chapitre Space Marine loyaliste, successeur des Blood Angels, créé lors de la Seconde Fondation. 7
Blood Knights	Les Blood Knights sont un Chapitre Space Marine loyaliste. 1
Blood Legion	La Blood Legion est un Chapitre Space Marine loyaliste, issu du patrimoine génétique des Blood Angels. 1
Blood Ravens	Les Blood Ravens sont un Chapitre Space Marine loyaliste.
Blood Reavers	Les Blood Reavers sont un Chapitre Space Marine loyaliste. 1
Blood Reign	Le "Blood Reign" fut le titre d'une Garde d'Honneur de l'antique IXème légion des Blood Angels. 2
Blood Servitor	Les "Blood Servitors" désignent les serviteurs du chapitre des Blood Angels. 1
Blood Shrike	Le Blood Shrike fut un Vaisseau d'Attaque de l'antique XIIème légion des World Eaters. 1
Blood Swords	Les Blood Swords sont un Chapitre Space Marine loyaliste, descendant des Blood Angels. 2
Blood and Fire (Nouvelle)	"Blood and Fire" est une nouvelle publiée originellement en juillet 2013 sous forme téléchargeable et dans un recueil. 2
Blood in the Machine (Audio Drama)	"Blood in the Machine" est un audio drama inédit se plaçant dans le cadre de la série "Astartes Battles". Il est centré sur la Troisième Guerre d'Armageddon et sur le chapitre des Flesh Tearers.
Blood of Fenris	Le Blood of Fenris fut un Predator de l'antique VIème légion des Space Wolves. 1
